30000 30000
8930 24512 -65
8931 2759 25
8932 7645 70
8932 11314 5
8933 14095 -49
8933 15279 -13
8933 20706 77
8934 16838 -1
8934 25321 -37
8934 29329 72
8935 3710 88
8936 17523 -30
8936 24619 -49
8936 28817 -78
8936 28844 -70
8937 66 -45
8937 27335 -24
8938 7 92
8938 1051 -86
8938 16715 -19
8938 19774 1
8939 6315 51
8939 13575 -56
8939 14509 72
8939 24828 -93
8940 14773 74
8941 15154 54
8941 25278 53
8942 3489 -99
8942 17013 -98
8943 7918 51
8943 22210 66
8944 17973 53
8944 20661 -14
8945 2347 22
8945 6815 92
8945 8681 -89
8945 8812 -54
8945 10208 -11
8945 23073 -11
8946 3678 52
8946 11717 -62
8947 20713 81
8947 29159 1
8948 10391 84
8949 6384 -23
8949 10495 -3
8950 7579 -31
8950 28205 3
8951 22 -89
8951 3125 -2
8951 3811 -32
8951 26332 -48
8951 29839 24
8952 9634 -68
8952 18440 30
8952 27178 5
8953 132 64
8953 6587 4
8953 9759 -3
8953 13164 -30
8954 2732 1
8954 9549 -79
8955 2838 29
8955 16981 16
8956 15698 -17
8956 17401 -36
8956 28696 -23
8957 1080 -8
8957 4118 -77
8957 18640 50
8957 19732 21
8958 3100 -96
8958 9056 47
8958 12249 3
8958 15537 27
8958 20570 7
8958 21784 -95
8958 27448 -93
8959 1026 61
8960 18191 -41
8961 954 18
8961 13143 20
8961 19264 -49
8961 24306 46
8962 14514 95
8963 15317 77
8963 18903 -11
8963 19906 79
8964 367 -82
8964 19089 72
8964 23596 62
8965 6265 85
8965 9159 -90
8965 17908 25
8965 22385 51
8967 3512 3
8967 16872 91
8968 20637 -20
8968 23824 -74
8968 28968 -29
8968 29032 -46
8969 1079 -94
8969 8563 95
8970 27857 -98
8970 29640 25
8971 8277 62
8971 10403 -65
8971 10728 -100
8971 15669 -70
8972 5195 -25
8972 6301 41
8972 6318 -71
8973 2861 -43
8973 8380 20
8973 11379 15
8973 12096 98
8973 19793 -53
8973 20717 15
8973 26647 95
8973 27735 10
8974 3144 -1
8974 9884 22
8974 11400 82
8974 29827 -95
8975 3319 -29
8975 7324 7
8975 19252 -20
8975 20661 72
8976 111 7
8976 8890 80
8976 11449 83
8976 12544 31
8976 12650 79
8976 26009 -62
8977 1889 31
8977 8650 -44
8977 22702 -22
8978 20622 80
8978 29221 -99
8979 16249 33
8979 24980 55
8979 25380 -47
8979 29945 -39
8980 3086 -75
8980 6513 -48
8981 2300 -94
8981 2842 -12
8981 10900 48
8981 28017 71
8982 2520 65
8982 3467 -21
8982 4594 42
8982 14443 59
8982 20019 57
8982 21583 -61
8983 361 -22
8983 6885 39
8983 22479 -6
8983 28282 71
8984 4010 56
8984 23765 -2
8985 12748 5
8985 17664 -97
8985 29011 -12
8985 29689 -60
8986 1364 -72
8986 16890 5
8986 23608 -53
8986 28044 16
8987 23604 35
8987 25995 42
8988 2666 -58
8988 5362 -55
8989 10318 95
8989 10525 18
8990 1632 -26
8990 3604 -96
8990 15641 33
8990 16881 -3
8990 24290 -11
8990 27498 -64
8991 5940 33
8991 18710 -45
8992 14612 30
8992 14653 42
8992 18652 60
8993 6425 85
8993 7974 63
8993 13674 3
8994 17125 -24
8994 21129 37
8994 29979 -88
8995 1674 98
8995 11447 -8
8995 12794 -42
8995 29713 -20
8996 3934 60
8996 4886 29
8996 17472 -5
8996 22609 -33
8997 9227 20
8997 16908 41
8997 25290 -13
8998 26100 74
8999 26769 -82
9000 14229 68
9001 6493 89
9001 18312 26
9001 23464 95
9001 24225 -26
9002 8982 -42
9002 9816 -64
9002 22850 -61
9003 4477 -86
9003 17508 -99
9003 25143 100
9004 8734 -80
9004 15643 36
9005 17138 6
9005 21304 68
9005 29443 69
9006 19192 62
9006 20989 -60
9006 24558 -78
9007 10907 -54
9007 11242 22
9007 28982 -77
9008 7474 12
9008 14047 -9
9009 29253 27
9010 4680 49
9010 15256 -40
9010 18362 31
9010 21566 -18
9010 23670 -9
9012 6194 59
9012 8786 -42
9012 28516 100
9013 9457 -93
9013 27096 27
9014 790 84
9014 7677 -100
9014 25225 5
9014 26255 -67
9015 8773 24
9015 11709 100
9015 14106 5
9015 20889 -98
9015 20992 96
9016 1737 1
9016 3722 96
9016 9922 -95
9016 15117 -89
9016 23220 2
9016 26938 5
9017 2776 -65
9017 4544 -58
9017 10583 85
9017 19115 -35
9017 27450 -90
9018 1316 7
9018 2024 79
9018 5073 78
9018 17898 85
9019 16258 -85
9019 19589 -83
9019 20089 -59
9019 29526 7
9020 22068 4
9020 28742 1
9021 3250 41
9021 6597 -5
9021 9145 49
9021 10864 90
9021 12401 82
9021 17639 55
9021 17647 -10
9022 3057 37
9022 14414 -98
9023 25082 86
9023 27811 -48
9023 28560 63
9024 13340 25
9024 28256 -45
9025 6578 -50
9025 8074 27
9025 13211 4
9025 28063 -57
9026 10020 -55
9026 18938 -67
9026 20810 -16
9026 23443 53
9026 23448 4
9027 5954 -9
9027 14026 64
9027 25177 10
9028 14496 -94
9028 19137 -100
9028 28171 18
9029 8589 57
9029 25724 76
9029 27515 -64
9030 6867 17
9030 10836 -99
9030 18866 -83
9030 19267 61
9030 24790 -33
9031 7983 71
9031 23510 32
9032 122 -63
9032 11062 -75
9032 20129 95
9032 21926 20
9032 23729 90
9032 29959 28
9033 11014 11
9034 3904 -72
9034 26542 92
9035 3143 -55
9035 5182 69
9035 27119 30
9036 7889 85
9036 10585 84
9037 2702 46
9037 21319 33
9037 24440 -11
9038 21767 -14
9039 6486 86
9039 28792 37
9040 3974 59
9040 6781 85
9040 24041 -24
9041 1717 26
9041 18116 -77
9041 18238 30
9041 21386 -67
9041 27299 -28
9042 7383 44
9042 29150 89
9043 8036 -41
9043 28327 -97
9044 3113 45
9044 5280 -45
9044 9114 53
9044 18650 -27
9044 22401 -90
9045 14589 -55
9045 18014 75
9045 19198 87
9045 27604 -39
9046 3882 82
9046 13531 -95
9046 19375 94
9046 23505 32
9047 5569 -14
9047 19268 50
9047 20214 -97
9048 2450 71
9048 17595 44
9048 19171 84
9048 19853 -99
9048 25489 34
9048 25833 46
9048 28861 68
9049 890 -31
9049 5439 -9
9049 9898 -24
9049 10994 95
9049 13990 -90
9049 16816 4
9049 29363 -17
9050 565 32
9050 9609 91
9050 26143 91
9050 27009 -83
9050 28227 65
9051 17326 19
9051 22900 28
9051 26617 41
9051 26621 -36
9052 13578 -77
9052 19186 -66
9052 21305 16
9053 1401 51
9053 4441 -34
9053 12611 52
9053 16002 -5
9054 5995 -16
9054 7581 3
9054 28412 29
9055 8980 21
9055 18818 70
9055 25711 -56
9056 7998 12
9057 5042 -64
9058 4372 19
9058 8098 -25
9058 13423 93
9058 24043 86
9059 2385 -76
9059 18735 86
9059 26880 67
9060 7698 95
9060 14138 -22
9061 1531 -41
9061 10029 81
9061 25261 81
9063 2028 27
9063 14670 96
9063 17900 91
9065 17900 43
9065 24655 89
9065 26432 81
9066 4967 -47
9066 7439 -69
9066 17172 84
9066 21591 -5
9066 27727 25
9067 3231 -69
9067 10462 33
9067 27926 -11
9068 1683 89
9068 5629 70
9069 5249 -79
9069 5607 -9
9069 11607 28
9070 8012 22
9070 12536 69
9070 14721 -22
9070 20010 5
9070 28209 84
9071 17150 -98
9071 24813 2
9071 29883 -75
9072 1774 -100
9072 2811 34
9072 26618 -12
9073 478 43
9073 10866 73
9074 3408 -77
9074 4370 -97
9074 11907 18
9074 13994 -6
9074 15076 -46
9074 16117 74
9074 24384 -48
9075 12288 -23
9075 18415 32
9075 24795 -95
9076 24339 46
9077 7472 89
9077 7679 -25
9079 13385 81
9079 24617 61
9079 28311 7
9080 8320 54
9080 10164 1
9080 19754 -20
9080 20646 -12
9081 2928 55
9081 14975 -20
9082 5912 -9
9082 19840 25
9083 831 8
9083 1770 -29
9083 3987 -11
9084 8742 56
9084 13913 43
9084 26647 -65
9085 11642 -50
9085 21684 -31
9085 24746 -80
9086 2163 74
9086 2189 -50
9086 11109 40
9086 13491 -75
9086 13751 41
9086 16525 32
9086 28158 -64
9087 1901 -21
9087 9260 84
9088 708 2
9088 9168 37
9088 10130 33
9088 16397 -27
9088 20291 80
9089 5389 -75
9090 11616 41
9090 18765 81
9091 421 -70
9091 11363 -99
9092 3116 -58
9092 4191 13
9092 6251 -47
9092 9314 2
9092 24310 62
9092 29378 -1
9093 4746 -67
9093 7010 32
9094 20531 -26
9095 10801 -32
9095 28213 46
9095 29297 25
9096 9557 56
9096 15950 -59
9096 17944 -66
9096 23677 -83
9097 19636 -14
9097 23246 71
9098 832 26
9098 23885 18
9099 27023 22
9100 3221 -27
9100 7476 -33
9100 11870 -56
9100 15465 -88
9100 25336 -15
9101 2852 44
9101 4802 -90
9101 20465 52
9101 24996 -13
9101 27397 90
9102 2019 52
9102 19124 -77
9103 11512 33
9103 15508 -30
9104 18121 -74
9105 7847 1
9105 18384 -42
9105 28892 67
9106 10816 -23
9106 22148 21
9107 1168 -4
9107 12579 -18
9107 14123 -46
9107 23507 -78
9108 286 59
9109 12080 -43
9109 16437 -24
9109 23609 4
9109 27044 -68
9109 27212 66
9110 4479 -52
9110 6781 -63
9110 12412 56
9110 23798 -77
9111 16802 14
9111 19121 100
9112 13489 -57
9112 21080 81
9112 27747 -35
9113 2915 -2
9113 20549 -88
9113 26702 -20
9113 29875 -8
9114 747 -97
9114 12602 -90
9114 19803 80
9115 9286 -76
9115 10754 31
9115 12943 85
9115 25327 -34
9116 3065 -97
9116 3105 42
9116 20176 71
9116 20870 -24
9116 23242 36
9117 6617 -45
9117 11084 -97
9117 14561 87
9117 14898 -99
9117 17702 -17
9117 24645 -19
9118 1298 21
9118 11407 14
9118 25990 62
9119 2501 -33
9119 12050 91
9120 2857 -98
9120 12799 -46
9120 15066 -44
9120 20984 -46
9120 22175 23
9121 4328 27
9121 12942 -25
9121 26214 50
9121 27775 -50
9122 11670 -81
9122 29872 74
9123 742 27
9123 799 99
9123 13133 -28
9123 17968 -23
9124 6783 30
9124 9778 -8
9124 11372 -36
9124 29604 -51
9125 678 -90
9125 21713 58
9125 25388 86
9126 563 64
9126 29573 -83
9127 2316 -77
9127 7454 97
9127 20684 -65
9127 26353 -45
9128 12152 92
9128 16266 49
9129 3885 24
9129 16997 35
9129 19445 64
9129 25998 74
9130 1573 56
9130 13427 -62
9130 16899 95
9132 9348 -53
9133 20232 -75
9133 20920 -38
9135 4145 -59
9136 9520 -68
9136 16228 -81
9136 23008 70
9137 2954 -83
9137 9230 -62
9137 22638 30
9138 8031 -80
9138 24759 -3
9138 27246 -91
9138 28153 43
9139 480 -9
9139 704 82
9139 28136 67
9140 2538 10
9140 19342 92
9140 21708 -81
9140 22459 -41
9140 24426 73
9140 24998 5
9141 7277 -86
9141 20065 85
9142 1041 36
9142 2881 9
9142 9039 29
9142 16951 -68
9142 18478 99
9142 21635 71
9142 26963 -62
9144 9487 37
9144 11724 1
9144 12241 94
9144 26075 83
9144 28784 98
9145 275 -27
9145 2411 -47
9145 7309 35
9146 12417 52
9146 29632 71
9147 4640 -20
9147 8656 -37
9147 9798 -3
9147 14824 54
9147 19253 -42
9147 23109 50
9148 558 -90
9148 13485 -28
9148 28328 -79
9149 4459 81
9149 5517 21
9149 5716 -20
9149 12794 77
9149 14683 20
9150 10158 55
9150 20945 31
9151 237 -95
9151 9392 21
9151 18554 -52
9151 28425 95
9152 20303 -54
9153 16748 -12
9153 21044 66
9154 3765 19
9154 8073 77
9154 10084 12
9154 11367 -90
9154 12096 -51
9155 3817 63
9155 4102 29
9155 4186 81
9155 11766 -1
9155 28122 96
9156 4737 9
9156 5781 14
9156 8823 8
9157 5630 -14
9157 6658 41
9157 10442 -43
9157 21422 -8
9157 23374 5
9157 27739 -47
9158 1915 21
9158 7722 -67
9158 27968 47
9159 11908 -14
9159 22943 -63
9159 28389 34
9160 363 6
9160 18566 -42
9160 21222 -57
9161 6232 -42
9161 22004 -86
9161 28087 -54
9162 10227 -39
9162 29770 -86
9163 21478 14
9164 1495 74
9164 3761 30
9164 4401 -75
9164 20608 49
9165 636 40
9165 19079 50
9165 22611 5
9165 23161 14
9166 24357 -48
9166 25163 -50
9167 3037 63
9167 23072 83
9167 23602 36
9168 9703 -84
9168 16514 76
9168 25093 -74
9168 27108 -5
9168 27712 -3
9169 1465 -86
9169 9820 -14
9169 14035 -55
9169 15611 -36
9170 5728 40
9170 7431 19
9170 10317 -16
9170 11619 -81
9170 12370 -49
9171 1790 32
9171 19353 -99
9171 22958 -33
9171 23124 4
9172 6015 34
9172 14359 -36
9172 21913 56
9172 22092 -30
9172 23048 -60
9172 25594 -9
9173 7401 -49
9173 17551 40
9173 28412 51
9174 11288 -97
9174 15578 77
9174 19607 -94
9175 3018 -27
9175 3227 15
9175 22976 -25
9175 25792 -59
9176 7955 -40
9176 10362 -90
9176 14949 -58
9176 20498 20
9177 2017 18
9177 9672 52
9177 17194 -25
9178 3529 14
9178 14650 -67
9178 19927 82
9178 27536 91
9179 21569 81
9179 25862 50
9180 25797 97
9181 4123 -16
9181 4736 -30
9181 14555 38
9181 26273 82
9182 1051 83
9182 8279 -37
9182 22291 51
9183 5726 72
9183 15017 -65
9185 11439 -31
9186 4765 -71
9186 8688 -54
9186 17781 -25
9186 24413 -67
9186 25103 -45
9186 26298 22
9186 27475 -10
9186 27630 -31
9187 3713 -49
9187 25889 1
9188 10087 47
9188 11748 -50
9188 23299 58
9188 29285 17
9189 18252 23
9189 19925 -52
9189 20518 -9
9189 23402 -43
9189 26185 25
9190 858 -73
9190 2716 -9
9190 5566 -8
9190 12447 -93
9190 17699 -27
9190 19111 51
9190 27913 32
9191 640 -25
9191 21606 66
9192 11669 -76
9192 16558 -5
9192 20920 57
9193 627 27
9193 2479 -55
9193 21293 72
9193 26185 49
9193 29942 98
9194 842 -61
9194 3560 17
9194 9524 73
9194 11696 42
9194 16107 -95
9194 28966 -96
9195 5460 -88
9196 3118 -97
9196 6464 86
9196 11342 -31
9196 11436 85
9196 19720 78
9196 25347 -100
9197 28231 -33
9197 28378 -65
9198 3265 46
9198 10787 18
9199 13925 -70
9199 23158 -75
9199 23639 12
9200 6993 -57
9200 13134 37
9200 16140 23
9200 20610 -73
9200 21424 31
9201 6238 98
9201 8778 55
9201 14052 -23
9201 23456 -34
9202 11726 -45
9202 13842 14
9203 2712 16
9203 25221 -65
9204 13111 7
9205 22478 -32
9206 13839 -21
9206 16120 -67
9206 18816 -62
9207 9206 57
9207 28195 9
9208 15730 -77
9208 20731 39
9208 25822 91
9209 4691 42
9209 8212 -70
9209 27665 -27
9210 3197 -28
9210 11687 -39
9210 12831 -1
9211 3521 -77
9211 23022 -33
9211 25608 -10
9211 26459 -65
9212 10042 -29
9212 20328 86
9212 25054 94
9213 28235 58
9214 7120 -35
9214 9384 56
9214 15215 46
9214 25298 13
9215 5824 -72
9215 6045 25
9215 8025 -2
9215 16097 -41
9215 20471 -73
9216 3577 -57
9216 18434 20
9216 24314 -59
9216 24342 65
9216 25227 42
9217 1830 -70
9217 2024 32
9217 12898 26
9217 15068 14
9217 29578 -24
9218 11657 71
9218 14340 47
9218 20788 -60
9218 23324 -76
9219 6297 38
9219 11904 39
9219 15229 -79
9219 17019 -10
9219 19509 15
9219 22591 -60
9219 22969 -1
9219 23028 -41
9219 26184 -22
9220 7688 5
9220 9760 -61
9220 12057 -32
9220 12262 -20
9221 2136 30
9221 5270 -90
9221 28213 -63
9221 28785 -81
9222 6466 -14
9222 14398 11
9222 20946 10
9222 29932 61
9223 2166 93
9223 23867 -6
9224 2607 -42
9224 12034 57
9224 15901 -1
9224 23515 -100
9225 20530 -61
9225 22034 -93
9226 1774 -61
9226 8059 69
9226 8179 92
9226 11273 73
9226 12015 36
9227 10955 3
9227 16943 -37
9228 20841 25
9228 22878 -20
9229 4967 -77
9229 12917 99
9230 3967 63
9230 15830 29
9231 30 25
9231 1688 25
9231 2613 -36
9231 17979 16
9231 18833 -86
9231 29956 -100
9232 972 -93
9232 20522 70
9232 28379 69
9234 2951 -79
9234 12864 72
9235 11365 84
9235 24074 -34
9236 1385 14
9237 18550 -28
9238 3738 -85
9238 4468 94
9238 5362 67
9238 8821 3
9238 16444 -54
9238 17620 79
9238 27320 20
9239 2240 -45
9239 15445 24
9241 27180 30
9242 5282 94
9242 12094 74
9242 12760 -60
9242 18444 69
9242 22327 76
9243 1085 74
9243 5541 69
9243 6033 -46
9243 15465 46
9244 1017 -63
9244 6331 -40
9245 3015 -55
9245 4373 74
9245 7298 -10
9245 9825 -22
9245 13810 -95
9245 15413 -56
9245 20709 23
9246 3522 9
9246 18723 -23
9246 24797 -66
9246 28156 -24
9247 4050 50
9247 5191 54
9247 12561 -66
9247 25502 -50
9248 15235 87
9248 21290 74
9248 28188 -46
9249 28199 -44
9250 13428 99
9250 14624 -79
9250 21896 -13
9250 22898 40
9250 23286 -82
9251 2104 27
9251 15069 -23
9251 17234 1
9251 18146 33
9251 22469 -29
9252 3327 -31
9252 6596 -14
9252 6621 -40
9252 15389 -76
9252 24551 94
9252 27698 65
9253 3053 80
9253 3971 -24
9253 17074 28
9253 26670 -90
9254 10662 -94
9254 24760 -56
9255 3258 -48
9255 27161 -60
9256 7094 -28
9256 9553 27
9256 24950 53
9256 25484 -74
9257 909 -70
9257 18775 95
9257 20570 59
9257 21865 -16
9257 28473 69
9258 5803 30
9258 12123 -2
9258 14217 -58
9259 11326 -67
9259 12013 -6
9259 20425 -80
9259 21340 -23
9259 28134 -39
9260 7625 -61
9260 8649 -30
9260 17105 -19
9260 18236 72
9261 1278 -70
9261 2448 -2
9261 2766 14
9261 4271 -43
9261 29100 -48
9262 12223 78
9262 15720 -93
9262 16912 15
9262 21501 68
9262 25132 -5
9263 13388 50
9263 13523 -23
9263 16326 -67
9264 2934 -59
9264 21088 90
9265 383 19
9265 633 -55
9265 1779 -15
9266 26908 57
9267 1416 57
9267 10001 85
9267 19382 -40
9268 14249 -41
9268 28422 -77
9270 5959 -27
9270 25200 -76
9271 23096 -61
9271 26210 78
9273 1674 27
9274 3705 28
9274 7992 -49
9274 23475 -16
9275 3659 70
9275 4135 -41
9275 19090 -25
9275 26831 -95
9276 1700 -71
9276 19152 -4
9276 22918 -47
9276 24373 -27
9276 27577 63
9276 28755 73
9277 6500 39
9277 18623 -87
9277 18995 82
9277 19565 58
9277 26876 43
9277 28147 65
9278 1719 -93
9278 24930 -27
9280 8571 -59
9280 15067 28
9280 18820 29
9281 11210 78
9281 27742 -43
9283 5911 7
9283 9686 -64
9283 23000 76
9284 599 -35
9284 1069 92
9284 2461 67
9284 13597 10
9284 18054 -2
9284 22424 99
9284 26639 54
9285 767 -82
9285 1536 -30
9285 15959 35
9285 21595 -37
9285 24772 59
9285 26475 -11
9286 10568 23
9286 13278 -25
9286 14195 19
9286 14753 -39
9286 25530 88
9286 29865 -37
9287 9511 53
9287 9713 -50
9287 19889 -74
9287 27783 4
9288 13765 66
9288 19521 96
9289 6486 -40
9289 9603 83
9289 24248 -32
9290 8984 49
9291 7898 -12
9291 16841 99
9291 18412 80
9291 26733 -65
9291 26865 -88
9291 28888 -24
9292 17489 92
9292 29809 -25
9293 4093 60
9293 6655 3
9293 12706 -53
9293 28141 -38
9293 29247 -61
9294 16596 -83
9294 16926 -26
9294 17306 -1
9295 177 69
9295 12250 19
9295 13470 45
9296 263 8
9296 5812 82
9296 8389 -17
9296 18244 -33
9296 20903 -41
9296 22995 -27
9297 2494 -28
9297 8636 31
9297 20733 -81
9298 13525 -84
9298 29489 -85
9299 10600 -82
9299 21312 -13
9299 25164 -91
9299 25554 60
9300 361 20
9300 12486 100
9300 26305 90
9300 26664 51
9300 27639 -31
9300 29521 21
9301 1348 -33
9301 8017 8
9301 17425 39
9301 26398 81
9302 22118 33
9302 22169 13
9302 22280 -56
9302 25172 -98
9303 4970 -80
9303 7793 -26
9303 16458 -21
9303 18371 -66
9303 20910 -97
9304 6082 -81
9304 10051 67
9305 9489 -87
9306 8056 -87
9306 25123 -88
9307 7636 28
9307 11586 88
9307 27032 49
9308 3456 72
9308 8272 68
9308 11805 -28
9309 2570 -50
9309 5318 94
9309 8934 -15
9310 7250 -30
9310 24573 -64
9310 27156 41
9311 5543 -12
9311 14865 66
9311 25532 42
9312 6577 -19
9312 9877 -20
9313 2688 80
9313 6289 -13
9313 10121 -64
9313 13219 -18
9313 24440 44
9313 25343 80
9314 898 -13
9314 3817 -31
9314 7283 -93
9314 8281 -23
9314 20902 43
9314 22594 -80
9315 5108 83
9315 5402 -42
9315 18820 -100
9315 19203 -62
9315 28348 40
9315 28627 30
9316 19257 -25
9316 22322 -55
9316 25427 -4
9317 817 81
9317 2112 63
9317 6773 -100
9317 15496 -77
9317 16853 -49
9317 21610 -71
9318 14706 -9
9318 21680 -25
9319 4502 59
9319 17961 38
9319 22377 22
9320 30 -25
9320 1426 -18
9320 9850 17
9320 13424 88
9320 17816 -81
9320 20639 -73
9320 22667 -10
9321 2353 -65
9321 8830 59
9321 15188 76
9321 21566 96
9321 21817 -64
9321 23790 30
9321 24605 37
9321 26660 62
9321 27030 -95
9322 9392 -52
9322 16281 15
9322 18604 51
9323 2158 78
9323 9874 -23
9323 12747 58
9323 16388 -62
9324 4770 7
9324 6065 24
9324 10306 -60
9324 11501 88
9324 27319 -97
9325 13906 70
9325 14531 -15
9326 7410 87
9326 12724 -30
9327 11950 -66
9327 22458 70
9327 22775 3
9327 26561 -12
9328 63 -51
9328 15891 -79
9328 25270 -85
9329 1356 -70
9329 8166 49
9329 19682 8
9329 20112 -83
9329 29433 48
9330 1370 -51
9330 6072 73
9330 6605 13
9330 14630 -41
9330 20924 91
9331 3704 -87
9331 27416 -32
9331 27486 89
9332 16682 62
9332 26148 -65
9333 17305 4
9333 19127 -53
9333 24641 -95
9334 461 22
9334 14442 52
9334 17250 -80
9335 3760 57
9335 17205 1
9335 22507 4
9336 62 100
9336 14319 -50
9336 19548 -4
9337 708 38
9338 1909 -44
9338 13629 -98
9338 14087 42
9339 1919 58
9339 3085 -40
9339 10564 -29
9340 9085 64
9340 11819 -13
9340 13388 86
9340 14960 56
9340 15585 10
9340 26658 73
9341 2522 76
9342 11245 39
9342 12842 73
9342 23547 26
9343 11927 98
9343 13881 7
9343 16829 -1
9343 22914 -46
9344 4898 -42
9344 8725 -55
9344 10725 10
9344 14966 88
9344 19404 -71
9345 12207 57
9345 17522 27
9346 3488 18
9346 17126 99
9346 17907 58
9346 21428 25
9346 25972 5
9347 14523 -6
9347 20093 46
9348 1085 98
9348 7337 58
9350 3224 -68
9350 4180 -90
9350 4222 11
9350 17487 92
9350 26535 -18
9351 2746 -25
9351 4916 31
9351 16154 24
9351 16698 15
9351 17877 87
9351 23212 100
9352 5474 -60
9352 18375 32
9353 20843 79
9353 27354 -15
9354 5198 -64
9354 7598 -94
9354 21660 -12
9354 26283 -95
9355 5171 15
9355 6282 99
9355 9581 31
9355 9583 6
9356 880 -21
9356 8277 3
9356 16023 -59
9356 16038 -1
9356 16953 70
9356 18980 29
9356 23651 83
9356 24211 10
9357 5936 49
9357 18221 -58
9357 24764 10
9358 1841 -46
9358 2962 -85
9358 12819 4
9358 20527 100
9358 27661 -37
9358 28964 69
9359 4669 -98
9359 4903 -24
9359 5633 56
9359 13985 -41
9360 4070 2
9361 8771 -73
9361 10588 68
9361 17097 -66
9361 24243 -68
9361 24305 -12
9361 28900 -86
9362 2359 5
9362 12454 -33
9362 14374 40
9362 19776 -34
9362 20671 10
9363 14182 36
9363 22167 77
9363 28184 -1
9364 12155 25
9364 13675 70
9364 18188 -78
9364 22441 -78
9364 23068 5
9364 23573 67
9364 24757 -25
9364 26185 -50
9365 4505 1
9365 8055 31
9365 11274 97
9365 14405 26
9365 25965 -50
9365 27252 39
9365 27372 -31
9366 409 -1
9366 8892 69
9366 13362 14
9366 18959 -73
9366 26892 19
9367 26082 13
9367 26460 57
9367 27296 18
9367 28723 -62
9367 29114 96
9368 8107 -17
9368 18342 -40
9369 3845 -100
9369 6935 26
9369 12980 -98
9369 22373 -8
9369 28284 50
9370 1923 6
9370 16434 39
9370 17947 4
9370 20485 51
9371 4422 -87
9371 6726 92
9371 8171 3
9371 14420 -34
9371 17986 -62
9372 917 -95
9372 19270 75
9372 19784 42
9374 13905 60
9374 18658 90
9374 26228 -39
9375 6201 59
9375 14602 94
9375 20706 37
9376 5548 -47
9376 8988 -59
9376 10231 -64
9376 15869 -48
9376 16275 -92
9376 17777 -76
9376 19446 36
9377 493 12
9377 2702 25
9377 4433 38
9377 5011 5
9377 24384 7
9378 5298 -37
9378 6253 33
9378 6755 -42
9378 7292 88
9378 8638 -86
9378 9711 -67
9378 11138 -73
9378 20937 -10
9378 25103 -31
9379 14202 -28
9379 25876 61
9379 26465 -86
9380 2219 -2
9380 15357 -18
9381 4415 100
9381 6032 -25
9381 14769 82
9382 3731 -70
9382 5342 -25
9382 23571 -67
9383 3382 84
9383 10814 -58
9383 28177 93
9384 574 36
9384 16326 -10
9385 5604 -50
9385 11415 -78
9386 13758 -32
9386 23850 -11
9387 13719 57
9388 28550 -1
9389 4263 -93
9389 9722 10
9389 13382 -73
9390 5846 42
9390 8295 -79
9390 22529 -7
9390 23029 -18
9391 422 24
9391 26201 -88
9391 26739 7
9392 3813 -72
9392 5390 -9
9392 7437 -60
9392 10042 -79
9392 16303 23
9392 29353 -12
9393 2034 52
9393 6060 -17
9393 7248 -61
9393 13932 -39
9394 137 -89
9394 3490 37
9394 15985 75
9394 27365 48
9394 28624 7
9395 1201 37
9395 18508 14
9395 22134 -81
9397 8311 95
9397 24304 -15
9398 2529 98
9398 6887 12
9398 9406 -44
9398 10716 92
9399 950 4
9399 10743 -22
9399 18170 53
9399 19189 55
9400 5543 97
9400 21321 9
9400 24279 60
9400 26726 -52
9400 28392 33
9401 4453 -94
9401 5437 -13
9402 9349 -19
9402 13995 -100
9402 21338 50
9402 27798 -35
9403 1073 -6
9403 11728 -66
9403 21784 96
9404 6593 -42
9404 12866 56
9404 15400 -36
9404 16589 -87
9404 25577 21
9405 3468 -93
9405 3764 -88
9405 12605 46
9405 24241 -75
